county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
Perry,Cannelton 1,Registered Voters,,,,,,,207
Perry,Cannelton 2,Registered Voters,,,,,,,683
Perry,Tell City 1,Registered Voters,,,,,,,705
Perry,Tell City 2,Registered Voters,,,,,,,588
Perry,Tell City 3,Registered Voters,,,,,,,558
Perry,Tell City 4,Registered Voters,,,,,,,688
Perry,Tell City 5,Registered Voters,,,,,,,763
Perry,Tell City 6,Registered Voters,,,,,,,571
Perry,Tell City 7,Registered Voters,,,,,,,608
Perry,Tell City 8,Registered Voters,,,,,,,612
Perry,Troy Township 1,Registered Voters,,,,,,,1217
Perry,Troy Township 2,Registered Voters,,,,,,,751
Perry,Troy,Registered Voters,,,,,,,237
Perry,Anderson,Registered Voters,,,,,,,1019
Perry,Clark 1,Registered Voters,,,,,,,393
Perry,Clark 2,Registered Voters,,,,,,,368
Perry,Leopold,Registered Voters,,,,,,,497
Perry,Oil,Registered Voters,,,,,,,798
Perry,Tobin,Registered Voters,,,,,,,528
Perry,Derby,Registered Voters,,,,,,,195
Perry,Rono,Registered Voters,,,,,,,199
Perry,Total,Registered Voters,,,,,,,12185
Perry,Cannelton 1,Ballots Cast ,,,,44,16,0,60
Perry,Cannelton 2,Ballots Cast ,,,,114,63,0,177
Perry,Tell City 1,Ballots Cast ,,,,172,80,0,252
Perry,Tell City 2,Ballots Cast ,,,,119,50,0,169
Perry,Tell City 3,Ballots Cast ,,,,111,36,0,147
Perry,Tell City 4,Ballots Cast ,,,,185,95,0,280
Perry,Tell City 5,Ballots Cast ,,,,124,85,0,209
Perry,Tell City 6,Ballots Cast ,,,,108,63,0,171
Perry,Tell City 7,Ballots Cast ,,,,137,57,0,194
Perry,Tell City 8,Ballots Cast ,,,,101,80,0,181
Perry,Troy Township 1,Ballots Cast ,,,,285,131,0,416
Perry,Troy Township 2,Ballots Cast ,,,,168,57,0,225
Perry,Troy,Ballots Cast ,,,,58,5,0,63
Perry,Anderson,Ballots Cast ,,,,234,92,0,326
Perry,Clark 1,Ballots Cast ,,,,73,9,0,82
Perry,Clark 2,Ballots Cast ,,,,60,14,0,74
Perry,Leopold,Ballots Cast ,,,,115,58,0,173
